id,label,description,url,x,y,weight,cluster
690,patra (2005),"<table><tr><td>Authors:</td><td>patra, m; halder, a; bhowmik, n; de, m</td></tr><tr><td>Title:</td><td>use of black tea in modulating clastogenic effects of arsenic in mice in vivo</td></tr><tr><td>Source:</td><td>journal of environmental pathology toxicology and oncology</td></tr><tr><td>Volume:</td><td>24</td></tr><tr><td>Issue:</td><td>3</td></tr><tr><td>Pages:</td><td>201-210</td></tr><tr><td>Year:</td><td>2005</td></tr></table>",http://dx.doi.org/10.1021/es051597r,0.6176,0.5327,1,1
691,kalia (2005),"<table><tr><td>Authors:</td><td>kalia, k; flora, sjs</td></tr><tr><td>Title:</td><td>strategies for safe and effective therapeutic measures for chronic arsenic and lead poisoning</td></tr><tr><td>Source:</td><td>journal of occupational health</td></tr><tr><td>Volume:</td><td>47</td></tr><tr><td>Issue:</td><td>1</td></tr><tr><td>Pages:</td><td>1-21</td></tr><tr><td>Year:</td><td>2005</td></tr></table>",http://dx.doi.org/10.1289/ehp.8084,1.3216,0.4884,1,1
692,garelick (2005),"<table><tr><td>Authors:</td><td>garelick, h; dybowska, a; valsami-jones, e; priest, nd</td></tr><tr><td>Title:</td><td>remediation technologies for arsenic contaminated drinking waters</td></tr><tr><td>Source:</td><td>journal of soils and sediments</td></tr><tr><td>Volume:</td><td>5</td></tr><tr><td>Issue:</td><td>3</td></tr><tr><td>Pages:</td><td>182-190</td></tr><tr><td>Year:</td><td>2005</td></tr></table>",http://dx.doi.org/10.1093/ecam/neh124,-0.7644,0.242,1,2
693,acharyya (2005),"<table><tr><td>Authors:</td><td>acharyya, sk; shah, ba</td></tr><tr><td>Title:</td><td>genesis of arsenic contamination of groundwater in alluvial gangetic aquifer in india</td></tr><tr><td>Source:</td><td>natural arsenic in groundwater: occurrence, remediation and management</td></tr><tr><td>Pages:</td><td>17-23</td></tr><tr><td>Year:</td><td>2005</td></tr></table>",,-0.7671,-0.1566,1,2
694,chandrasekharam (2005),"<table><tr><td>Authors:</td><td>chandrasekharam, d</td></tr><tr><td>Title:</td><td>arsenic pollution in groundwater of west bengal, india: where we stand?</td></tr><tr><td>Source:</td><td>natural arsenic in groundwater: occurrence, remediation and management</td></tr><tr><td>Pages:</td><td>25-29</td></tr><tr><td>Year:</td><td>2005</td></tr></table>",http://dx.doi.org/10.1016/j.desal.2005.03.026,-0.7105,-0.059,1,2
695,huq (2005),"<table><tr><td>Authors:</td><td>huq, smi; naidu, r</td></tr><tr><td>Title:</td><td>arsenic in groundwater and contamination of the food chain: bangladesh scenario</td></tr><tr><td>Source:</td><td>natural arsenic in groundwater: occurrence, remediation and management</td></tr><tr><td>Pages:</td><td>95-101</td></tr><tr><td>Year:</td><td>2005</td></tr></table>",http://dx.doi.org/10.1016/j.gca.2005.02.019,-0.4919,0.3103,1,3
696,huq (2005),"<table><tr><td>Authors:</td><td>huq, i; bulbul, a; choudhury, ms; alam, s; kawai, s</td></tr><tr><td>Title:</td><td>arsenic bioaccumulation in a green algae and its subsequent recycling in soils of bangladesh</td></tr><tr><td>Source:</td><td>natural arsenic in groundwater: occurrence, remediation and management</td></tr><tr><td>Pages:</td><td>119-124</td></tr><tr><td>Year:</td><td>2005</td></tr></table>",http://dx.doi.org/10.1016/j.healthpol.2005.01.008,-0.755,0.6707,1,3
697,sracek (2005),"<table><tr><td>Authors:</td><td>sracek, o; bhattacharya, p; von bromssen, m; jacks, g; ahmed, km</td></tr><tr><td>Title:</td><td>natural enrichment of arsenic in groundwaters of brahmanbaria district, bangladesh: geochemistry, speciation modeling and multivariate statistics</td></tr><tr><td>Source:</td><td>natural arsenic in groundwater: occurrence, remediation and management</td></tr><tr><td>Pages:</td><td>133-143</td></tr><tr><td>Year:</td><td>2005</td></tr></table>",http://dx.doi.org/10.1038/nm1105-1128a,-0.8664,-0.3451,1,2
699,islam (2005),"<table><tr><td>Authors:</td><td>islam, mn; von bernuth, rd</td></tr><tr><td>Title:</td><td>the impact of low dissolved oxygen in recharge water on arsenic pollution in groundwater of bangladesh</td></tr><tr><td>Source:</td><td>natural arsenic in groundwater: occurrence, remediation and management</td></tr><tr><td>Pages:</td><td>173-185</td></tr><tr><td>Year:</td><td>2005</td></tr></table>",http://dx.doi.org/10.1016/j.socscimed.2005.04.021,-0.8458,-0.1195,1,2
700,sharma (2005),"<table><tr><td>Authors:</td><td>sharma, ak; tjell, jc; mosbaek, h</td></tr><tr><td>Title:</td><td>optimisation of iron removal units to include arsenic removal</td></tr><tr><td>Source:</td><td>natural arsenic in groundwater: occurrence, remediation and management</td></tr><tr><td>Pages:</td><td>263-271</td></tr><tr><td>Year:</td><td>2005</td></tr></table>",http://dx.doi.org/10.1021/es050205d,-1.118,0.0062,1,2
701,ahmed (2005),"<table><tr><td>Authors:</td><td>ahmed, km</td></tr><tr><td>Title:</td><td>management of the groundwater arsenic disaster in bangladesh</td></tr><tr><td>Source:</td><td>natural arsenic in groundwater: occurrence, remediation and management</td></tr><tr><td>Pages:</td><td>283-296</td></tr><tr><td>Year:</td><td>2005</td></tr></table>",http://dx.doi.org/10.1158/1055-9965.epi-05-0306,-0.4338,-0.2925,1,2
702,rammelt (2005),"<table><tr><td>Authors:</td><td>rammelt, cf; boes, j</td></tr><tr><td>Title:</td><td>implementation of safe drinking water supplies in bangladesh</td></tr><tr><td>Source:</td><td>natural arsenic in groundwater: occurrence, remediation and management</td></tr><tr><td>Pages:</td><td>307-317</td></tr><tr><td>Year:</td><td>2005</td></tr></table>",http://dx.doi.org/10.1007/s10040-003-0314-0,-0.3459,-0.2318,1,2
703,jakariya (2005),"<table><tr><td>Authors:</td><td>jakariya, m; rahman, m; chowdhury, amr; rahman, m; yunus, m; bhiuya, a; wahed, ma; bhattacharya, p; jacks, g; vahter, m; persson, la</td></tr><tr><td>Title:</td><td>sustainable safe water options in bangladesh: experiences from the arsenic project at matlab (asmat)</td></tr><tr><td>Source:</td><td>natural arsenic in groundwater: occurrence, remediation and management</td></tr><tr><td>Pages:</td><td>319-330</td></tr><tr><td>Year:</td><td>2005</td></tr></table>",http://dx.doi.org/10.1097/01.jom.0000183095.45050.97,-0.1826,-0.1112,1,2
704,hussainuzzaman (2005),"<table><tr><td>Authors:</td><td>hussainuzzaman, mm; yokota, h</td></tr><tr><td>Title:</td><td>performance of arsenic removal unit installed in bangladesh and cement solidification of arsenic sludge from the unit</td></tr><tr><td>Source:</td><td>proceedings of the 16th international conference on soil mechanics and geotechnical engineering, vols 1-5: geotechnology in harmony with the global environment</td></tr><tr><td>Pages:</td><td>2379-2382</td></tr><tr><td>Year:</td><td>2005</td></tr></table>",http://dx.doi.org/10.1180/0026461056950290,-0.1906,0.2663,1,3
705,manna (2005),"<table><tr><td>Authors:</td><td>manna, b; ghosh, uc</td></tr><tr><td>Title:</td><td>pilot-scale performance of iron and arsenic removal from contaminated groundwater</td></tr><tr><td>Source:</td><td>water quality research journal of canada</td></tr><tr><td>Volume:</td><td>40</td></tr><tr><td>Issue:</td><td>1</td></tr><tr><td>Pages:</td><td>82-90</td></tr><tr><td>Year:</td><td>2005</td></tr></table>",http://dx.doi.org/10.1016/j.taap.2005.01.014,-1.01,0.0468,1,2
706,ohno (2005),"<table><tr><td>Authors:</td><td>ohno, k; furukawa, a; hayashi, k; kamei, t; magara, y</td></tr><tr><td>Title:</td><td>arsenic contamination of groundwater in nawabganj, bangladesh, focusing on the relationship with other metals and ions</td></tr><tr><td>Source:</td><td>water science and technology</td></tr><tr><td>Issue:</td><td>8</td></tr><tr><td>Pages:</td><td>87-94</td></tr><tr><td>Year:</td><td>2005</td></tr></table>",http://dx.doi.org/10.1016/j.lfs.2005.04.016,-0.4242,-0.1592,1,2
707,jigami (2005),"<table><tr><td>Authors:</td><td>jigami, h</td></tr><tr><td>Title:</td><td>strengthening water examination system in bangladesh</td></tr><tr><td>Source:</td><td>natural arsenic in groundwater: occurrence, remediation and management</td></tr><tr><td>Pages:</td><td>297-305</td></tr><tr><td>Year:</td><td>2005</td></tr></table>",http://dx.doi.org/10.1289/ehp.7974,-2.1416,1.8433,1,3
709,van geen (2004),"<table><tr><td>Authors:</td><td>van geen, a; protus, t; cheng, z; horneman, a; seddique, aa; hoque, ma; ahmed, km</td></tr><tr><td>Title:</td><td>testing groundwater for arsenic in bangladesh before installing a well</td></tr><tr><td>Source:</td><td>environmental science & technology</td></tr><tr><td>Issue:</td><td>24</td></tr><tr><td>Pages:</td><td>6783-6789</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",,-0.1524,-0.2587,1,2
710,rahman (2004),"<table><tr><td>Authors:</td><td>rahman, r; islam, a; khan, mr</td></tr><tr><td>Title:</td><td>arsenic-microbe interaction: a case study</td></tr><tr><td>Source:</td><td>bangladesh journal of botany</td></tr><tr><td>Volume:</td><td>33</td></tr><tr><td>Issue:</td><td>2</td></tr><tr><td>Pages:</td><td>133-136</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",,-0.2107,0.9095,1,3
712,hadi (2004),"<table><tr><td>Authors:</td><td>hadi, a; parveen, r</td></tr><tr><td>Title:</td><td>arsenicosis in bangladesh: prevalence and socio-economic correlates</td></tr><tr><td>Source:</td><td>public health</td></tr><tr><td>Volume:</td><td>118</td></tr><tr><td>Issue:</td><td>8</td></tr><tr><td>Pages:</td><td>559-564</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",,0.4969,-0.1252,1,1
713,gelman (2004),"<table><tr><td>Authors:</td><td>gelman, a; trevisani, m; lu, h; van geen, a</td></tr><tr><td>Title:</td><td>direct data manipulation for local decision analysis as applied to the problem of arsenic in drinking water from tube wells in bangladesh</td></tr><tr><td>Source:</td><td>risk analysis</td></tr><tr><td>Volume:</td><td>24</td></tr><tr><td>Issue:</td><td>6</td></tr><tr><td>Pages:</td><td>1597-1612</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",,0.0752,-0.2668,1,2
714,dhar (2004),"<table><tr><td>Authors:</td><td>dhar, rk; zheng, y; rubenstone, j; van geen, a</td></tr><tr><td>Title:</td><td>a rapid colorimetric method for measuring arsenic concentrations in groundwater</td></tr><tr><td>Source:</td><td>analytica chimica acta</td></tr><tr><td>Issue:</td><td>2</td></tr><tr><td>Pages:</td><td>203-209</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",http://dx.doi.org/10.1385/bter:106:2:133,-0.3219,-0.0136,1,2
715,swartz (2004),"<table><tr><td>Authors:</td><td>swartz, ch; blute, nk; badruzzman, b; ali, a; brabander, d; jay, j; besancon, j; islam, s; hemond, hf; harvey, cf</td></tr><tr><td>Title:</td><td>mobility of arsenic in a bangladesh aquifer: inferences from geochemical profiles, leaching data, and mineralogical characterization</td></tr><tr><td>Source:</td><td>geochimica et cosmochimica acta</td></tr><tr><td>Volume:</td><td>68</td></tr><tr><td>Issue:</td><td>22</td></tr><tr><td>Pages:</td><td>4539-4557</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",http://dx.doi.org/10.1007/s10640-005-3364-z,-0.6795,-0.1289,1,2
716,chen (2004),"<table><tr><td>Authors:</td><td>chen, y; ahsan, h; parvez, f; howe, gr</td></tr><tr><td>Title:</td><td>validity of a food-frequency questionnaire for a large prospective cohort study in bangladesh</td></tr><tr><td>Source:</td><td>british journal of nutrition</td></tr><tr><td>Volume:</td><td>92</td></tr><tr><td>Issue:</td><td>5</td></tr><tr><td>Pages:</td><td>851-859</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",http://dx.doi.org/10.1021/es0502324,0.8013,0.1404,1,1
717,gani (2004),"<table><tr><td>Authors:</td><td>gani, mr; alam, mm</td></tr><tr><td>Title:</td><td>fluvial facies architecture in small-scale river systems in the upper dupi tila formation, northeast bengal basin, bangladesh</td></tr><tr><td>Source:</td><td>journal of asian earth sciences</td></tr><tr><td>Volume:</td><td>24</td></tr><tr><td>Issue:</td><td>2</td></tr><tr><td>Pages:</td><td>225-236</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",http://dx.doi.org/10.1080/09603120500155831,-1.0267,-0.4639,1,2
718,wickramasinghe (2004),"<table><tr><td>Authors:</td><td>wickramasinghe, sr; han, bb; zimbron, j; shen, z; karim, mn</td></tr><tr><td>Title:</td><td>arsenic removal by coagulation and filtration: comparison of groundwaters from the united states and bangladesh</td></tr><tr><td>Source:</td><td>desalination</td></tr><tr><td>Issue:</td><td>3</td></tr><tr><td>Pages:</td><td>231-244</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",http://dx.doi.org/10.1097/01.jom.0000169089.54549.db,-0.981,0.0741,1,2
719,paul (2004),"<table><tr><td>Authors:</td><td>paul, bk</td></tr><tr><td>Title:</td><td>arsenic contamination awareness among the rural residents in bangladesh</td></tr><tr><td>Source:</td><td>social science & medicine</td></tr><tr><td>Volume:</td><td>59</td></tr><tr><td>Issue:</td><td>8</td></tr><tr><td>Pages:</td><td>1741-1755</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",http://dx.doi.org/10.1021/es050770g,-0.3856,-0.1885,1,4
720,wasserman (2004),"<table><tr><td>Authors:</td><td>wasserman, ga; liu, xh; parvez, f; ahsan, h; factor-litvak, p; van geen, a; slavkovich, v; lolacono, nj; cheng, zq; hussain, l; momotaj, h; graziano, jh</td></tr><tr><td>Title:</td><td>water arsenic exposure and children's intellectual function in araihazar, bangladesh</td></tr><tr><td>Source:</td><td>environmental health perspectives</td></tr><tr><td>Volume:</td><td>112</td></tr><tr><td>Issue:</td><td>13</td></tr><tr><td>Pages:</td><td>1329-1333</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",http://dx.doi.org/10.1021/es050939q,0.791,-0.1822,1,1
721,van geen (2004),"<table><tr><td>Authors:</td><td>van geen, a; rose, j; thoral, s; garnier, jm; zheng, y; bottero, jy</td></tr><tr><td>Title:</td><td>decoupling of as and fe release to bangladesh groundwater under reducing conditions. part ii: evidence from sediment incubations</td></tr><tr><td>Source:</td><td>geochimica et cosmochimica acta</td></tr><tr><td>Volume:</td><td>68</td></tr><tr><td>Issue:</td><td>17</td></tr><tr><td>Pages:</td><td>3475-3486</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",http://dx.doi.org/10.1016/j.chemosphere.2004.12.008,-0.7747,-0.1861,1,2
722,lokuge (2004),"<table><tr><td>Authors:</td><td>lokuge, km; smith, w; caldwell, b; dear, k; milton, a</td></tr><tr><td>Title:</td><td>the effect of arsenic mitigation interventions on disease burden in bangladesh</td></tr><tr><td>Source:</td><td>environmental health perspectives</td></tr><tr><td>Volume:</td><td>112</td></tr><tr><td>Issue:</td><td>11</td></tr><tr><td>Pages:</td><td>1172-1177</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",http://dx.doi.org/10.1021/es048065f,0.5429,-0.2581,1,4
723,yoshida (2004),"<table><tr><td>Authors:</td><td>yoshida, t; yamauchi, h; sun, gf</td></tr><tr><td>Title:</td><td>chronic health effects in people exposed to arsenic via the drinking water: dose-response relationships in review</td></tr><tr><td>Source:</td><td>toxicology and applied pharmacology</td></tr><tr><td>Issue:</td><td>3</td></tr><tr><td>Pages:</td><td>243-252</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",http://dx.doi.org/10.1002/psp.367,0.6652,0.0992,1,1
724,watanabe (2004),"<table><tr><td>Authors:</td><td>watanabe, c; kawata, a; sudo, n; sekiyama, m; inaoka, t; bae, m; ohtsuka, r</td></tr><tr><td>Title:</td><td>water intake in an asian population living in arsenic-contaminated area</td></tr><tr><td>Source:</td><td>toxicology and applied pharmacology</td></tr><tr><td>Issue:</td><td>3</td></tr><tr><td>Pages:</td><td>272-282</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",,0.3371,0.3224,1,3
725,rossman (2004),"<table><tr><td>Authors:</td><td>rossman, tg; uddin, an; burns, fj</td></tr><tr><td>Title:</td><td>evidence that arsenite acts as a cocarcinogen in skin cancer</td></tr><tr><td>Source:</td><td>toxicology and applied pharmacology</td></tr><tr><td>Issue:</td><td>3</td></tr><tr><td>Pages:</td><td>394-404</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",http://dx.doi.org/10.1016/j.canlet.2004.10.020,0.9942,0.2481,1,1
726,mitra (2004),"<table><tr><td>Authors:</td><td>mitra, sr; mazumder, dng; basu, a; block, g; haque, r; samanta, s; ghosh, n; smith, mmh; von ehrenstein, os; smith, ah</td></tr><tr><td>Title:</td><td>nutritional factors and susceptibility to arsenic-caused skin lesions in west bengal, india</td></tr><tr><td>Source:</td><td>environmental health perspectives</td></tr><tr><td>Volume:</td><td>112</td></tr><tr><td>Issue:</td><td>10</td></tr><tr><td>Pages:</td><td>1104-1109</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",,0.7287,0.1495,1,1
728,islam (2004),"<table><tr><td>Authors:</td><td>islam, fs; gault, ag; boothman, c; polya, da; charnock, jm; chatterjee, d; lloyd, jr</td></tr><tr><td>Title:</td><td>role of metal-reducing bacteria in arsenic release from bengal delta sediments</td></tr><tr><td>Source:</td><td>nature</td></tr><tr><td>Issue:</td><td>6995</td></tr><tr><td>Pages:</td><td>68-71</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",http://dx.doi.org/10.1021/es048703u,-0.7256,-0.0284,1,2
729,cheng (2004),"<table><tr><td>Authors:</td><td>cheng, zq; van geen, a; jing, cy; meng, xg; seddique, a; ahmed, km</td></tr><tr><td>Title:</td><td>performance of a household-level arsenic removal system during 4-month deployments in bangladesh</td></tr><tr><td>Source:</td><td>environmental science & technology</td></tr><tr><td>Issue:</td><td>12</td></tr><tr><td>Pages:</td><td>3442-3448</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",http://dx.doi.org/10.1016/j.watres.2005.02.012,-0.6104,-0.0167,1,2
732,mccarty (2004),"<table><tr><td>Authors:</td><td>mccarty, km; senn, db; kile, ml; quamruzzaman, q; rahman, m; mahiuddin, g; christiani, dc</td></tr><tr><td>Title:</td><td>antimony: an unlikely confounder in the relationship between well water arsenic and health outcomes in bangladesh</td></tr><tr><td>Source:</td><td>environmental health perspectives</td></tr><tr><td>Volume:</td><td>112</td></tr><tr><td>Issue:</td><td>8</td></tr><tr><td>Pages:</td><td>809-811</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",http://dx.doi.org/10.1016/j.watres.2005.04.002,0.1095,0.0156,1,1
733,tseng (2004),"<table><tr><td>Authors:</td><td>tseng, ch</td></tr><tr><td>Title:</td><td>the potential biological mechanisms of arsenic-induced diabetes mellitus</td></tr><tr><td>Source:</td><td>toxicology and applied pharmacology</td></tr><tr><td>Issue:</td><td>2</td></tr><tr><td>Pages:</td><td>67-83</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",http://dx.doi.org/10.1029/2004gc000803,1.0669,0.1919,1,1
734,spallholz (2004),"<table><tr><td>Authors:</td><td>spallholz, je; boylan, lm; rhaman, mm</td></tr><tr><td>Title:</td><td>environmental hypothesis: is poor dietary selenium intake an underlying factor for arsenicosis and cancer in bangladesh and west bengal, india?</td></tr><tr><td>Source:</td><td>science of the total environment</td></tr><tr><td>Volume:</td><td>323</td></tr><tr><td>Issue:</td><td>3-jan</td></tr><tr><td>Pages:</td><td>21-32</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",http://dx.doi.org/10.1007/s10653-005-0120-9,0.7217,0.2601,1,1
735,chen (2004),"<table><tr><td>Authors:</td><td>chen, y; ahsan, h</td></tr><tr><td>Title:</td><td>cancer burden from arsenic in drinking water in bangladesh</td></tr><tr><td>Source:</td><td>american journal of public health</td></tr><tr><td>Volume:</td><td>94</td></tr><tr><td>Issue:</td><td>5</td></tr><tr><td>Pages:</td><td>741-744</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",,0.6059,-0.0345,1,1
737,das (2004),"<table><tr><td>Authors:</td><td>das, hk; mitra, ak; sengupta, pk; hossain, a; islam, f; rabbani, gh</td></tr><tr><td>Title:</td><td>arsenic concentrations in rice, vegetables, a fish in bangladesh: a preliminary study</td></tr><tr><td>Source:</td><td>environment international</td></tr><tr><td>Volume:</td><td>30</td></tr><tr><td>Issue:</td><td>3</td></tr><tr><td>Pages:</td><td>383-387</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",http://dx.doi.org/10.1016/j.desal.2004.07.031,-0.1995,0.1077,1,3
738,ranmuthugala (2004),"<table><tr><td>Authors:</td><td>ranmuthugala, g; milton, ah; smith, wt; ng, jc; sim, m; dear, k; caldwell, bk</td></tr><tr><td>Title:</td><td>intervention trial to assess arsenic exposure from food crops in bangladesh</td></tr><tr><td>Source:</td><td>archives of environmental health</td></tr><tr><td>Volume:</td><td>59</td></tr><tr><td>Issue:</td><td>4</td></tr><tr><td>Pages:</td><td>209-212</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",http://dx.doi.org/10.1016/j.scitotenv.2004.06.008,0.117,0.3513,1,3
739,milton (2004),"<table><tr><td>Authors:</td><td>milton, ah; hasan, z; shahidullah, sm; sharmin, s; jakariya, md; rahman, m; dear, k; smith, w</td></tr><tr><td>Title:</td><td>association between nutritional status and arsenicosis due to chronic arsenic exposure in bangladesh</td></tr><tr><td>Source:</td><td>international journal of environmental health research</td></tr><tr><td>Volume:</td><td>14</td></tr><tr><td>Issue:</td><td>2</td></tr><tr><td>Pages:</td><td>99-108</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",http://dx.doi.org/10.1080/00908310490448271,0.716,0.0251,1,1
741,zheng (2004),"<table><tr><td>Authors:</td><td>zheng, y; stute, m; van geen, a; gavrieli, i; dhar, r; simpson, hj; schlosser, p; ahmed, km</td></tr><tr><td>Title:</td><td>redox control of arsenic mobilization in bangladesh groundwater</td></tr><tr><td>Source:</td><td>applied geochemistry</td></tr><tr><td>Volume:</td><td>19</td></tr><tr><td>Issue:</td><td>2</td></tr><tr><td>Pages:</td><td>201-214</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",http://dx.doi.org/10.1016/s0065-2113(05)86001-8,-0.6042,-0.0982,1,2
742,akai (2004),"<table><tr><td>Authors:</td><td>akai, j; izumi, k; fukuhara, h; masuda, h; nakano, s; yoshimura, t; ohfuji, h; anawar, hm; akai, k</td></tr><tr><td>Title:</td><td>mineralogical and geomicrobiological investigations on groundwater arsenic enrichment in bangladesh</td></tr><tr><td>Source:</td><td>applied geochemistry</td></tr><tr><td>Volume:</td><td>19</td></tr><tr><td>Issue:</td><td>2</td></tr><tr><td>Pages:</td><td>215-230</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",http://dx.doi.org/10.1021/bk-2005-0915.ch026,-1.1394,-0.2534,1,2
743,anawar (2004),"<table><tr><td>Authors:</td><td>anawar, hm; akai, j; sakugawa, h</td></tr><tr><td>Title:</td><td>mobilization of arsenic from subsurface sediments by effect of bicarbonate ions in groundwater</td></tr><tr><td>Source:</td><td>chemosphere</td></tr><tr><td>Volume:</td><td>54</td></tr><tr><td>Issue:</td><td>6</td></tr><tr><td>Pages:</td><td>753-762</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",http://dx.doi.org/10.1021/bk-2005-0915.ch027,-0.9655,-0.1557,1,2
744,alaerts (2004),"<table><tr><td>Authors:</td><td>alaerts, gj; khouri, n</td></tr><tr><td>Title:</td><td>arsenic contamination of groundwater: mitigation strategies and policies</td></tr><tr><td>Source:</td><td>hydrogeology journal</td></tr><tr><td>Volume:</td><td>12</td></tr><tr><td>Issue:</td><td>1</td></tr><tr><td>Pages:</td><td>103-114</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",http://dx.doi.org/10.1007/s00216-004-2861-1,-0.048,0.1021,1,3
745,roberts (2004),"<table><tr><td>Authors:</td><td>roberts, lc; hug, sj; ruettimann, t; billah, m; khan, aw; rahman, mt</td></tr><tr><td>Title:</td><td>arsenic removal with iron(ii) and iron(iii) waters with high silicate and phosphate concentrations</td></tr><tr><td>Source:</td><td>environmental science & technology</td></tr><tr><td>Issue:</td><td>1</td></tr><tr><td>Pages:</td><td>307-315</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",http://dx.doi.org/10.1080/15563650500357495,-0.9427,0.0225,1,2
746,hoque (2004),"<table><tr><td>Authors:</td><td>hoque, ba; hoque, mm; ahmed, t; islam, s; azad, ak; ali, n; hossain, m; hossain, ms</td></tr><tr><td>Title:</td><td>demand-based water options for arsenic mitigation: an experience from rural bangladesh</td></tr><tr><td>Source:</td><td>public health</td></tr><tr><td>Volume:</td><td>118</td></tr><tr><td>Issue:</td><td>1</td></tr><tr><td>Pages:</td><td>70-77</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",http://dx.doi.org/10.1016/j.crte.2004.10.015,0.2801,-0.3632,1,4
747,garcia (2004),"<table><tr><td>Authors:</td><td>garcia, ag; d'hiriart, j; giullitti, j; lin, h; custo, g; hidalgo, mdv; litter, mi; blesa, ma</td></tr><tr><td>Title:</td><td>solar light induced removal of arsenic from contaminated groundwater: the interplay of solar energy and chemical variables</td></tr><tr><td>Source:</td><td>solar energy</td></tr><tr><td>Volume:</td><td>77</td></tr><tr><td>Issue:</td><td>5</td></tr><tr><td>Pages:</td><td>601-613</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",http://dx.doi.org/10.1021/es0491073,-1.022,-0.0097,1,2
748,lee (2003),"<table><tr><td>Authors:</td><td>lee, y; um, ih; yoon, j</td></tr><tr><td>Title:</td><td>arsenic(iii) oxidation by iron(vi) (ferrate) and subsequent removal of arsenic(v) by iron(iii) coagulation</td></tr><tr><td>Source:</td><td>environmental science & technology</td></tr><tr><td>Issue:</td><td>24</td></tr><tr><td>Pages:</td><td>5750-5756</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",http://dx.doi.org/10.1097/01.ede.0000147105.94041.e6,-0.4274,0.0789,1,2
749,yamazaki (2003),"<table><tr><td>Authors:</td><td>yamazaki, c; itoh, k; higashi, n; ishiga, h; suyama, k; yamamoto, h</td></tr><tr><td>Title:</td><td>arsenic extractability with phosphate and citrate from peat collected in bangladesh</td></tr><tr><td>Source:</td><td>soil science and plant nutrition</td></tr><tr><td>Volume:</td><td>49</td></tr><tr><td>Issue:</td><td>6</td></tr><tr><td>Pages:</td><td>859-865</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",http://dx.doi.org/10.1201/9781439833629.ch16,-0.9849,-0.0186,1,2
750,ahsan (2003),"<table><tr><td>Authors:</td><td>ahsan, h; chen, y; kibriya, mg; islam, mn; slavkovich, vn; graziano, jh; santella, rm</td></tr><tr><td>Title:</td><td>susceptibility to arsenic-induced hyperkeratosis and oxidative stress genes myeloperoxidase and catalase</td></tr><tr><td>Source:</td><td>cancer letters</td></tr><tr><td>Issue:</td><td>1</td></tr><tr><td>Pages:</td><td>57-65</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",http://dx.doi.org/10.1016/j.jenvman.2004.07.011,0.9255,0.1017,1,1
751,sinha (2003),"<table><tr><td>Authors:</td><td>sinha, sk; misbahuddin, m; ahmed, ann</td></tr><tr><td>Title:</td><td>factors involved in the development of chronic arsenic poisoning in bangladesh</td></tr><tr><td>Source:</td><td>archives of environmental health</td></tr><tr><td>Volume:</td><td>58</td></tr><tr><td>Issue:</td><td>11</td></tr><tr><td>Pages:</td><td>699-700</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",http://dx.doi.org/10.1615/jenvpathtoxoncol.v24.i3.60,0.7486,-0.1254,1,1
